item_id,claim_index,question,claim,cited_evidence,entailment(supported|partial|unsupported),relevance(answers|related|off_topic),note
B1-MH-024ac868f764,1,Has the reporting on the performance of the offensive lines from CBSSports.com shown inconsistency between the time they discussed the Panthers offensive line and Bryce Young before the mention of the Denver offensive line's impact on Javonte Williams' performance?,报道在讨论卡罗莱纳黑豹队进攻线的表现时与布雷世·杨有关的内容之间存在不一致。,"Young hasn't yet looked comfortable in the Panthers' offense, and he is coming off one of his worst games as a starter against the Colts. He threw three interceptions in that contest, including two pick-sixes to Kenny Moore in a 27-13 defeat.


MORE: Full list of rookie quarterbacks to start an NFL game in 2023


The rest of the Panthers' offense hasn't been much better. Adam Thielen has looked rejuvenated in his new home, but running back Miles Sanders has been a bust acquisition. And the team's offensive line has allowed 74 pressures on the season, good for the 10th-most in the NFL.


---
SANDERS: His yards per carry has tumbled like a bowling ball downstairs this season, going from 4.0 against the Falcons to 3.1 against the Saints to 2.7 against the Seahawks to 1.5 against the Vikings. Tough matchups? Sure, even including the Vikings. Doesn't mean it's not a good look.


NOT SURPRISINGLY: Sanders has two runs of 12-plus yards through four games -- and neither went more than 15 yards. It's not all on him -- the offensive line for the Panthers barely gave him any daylight last week (and for much of the year) and defenses aren't yet scared of getting beat by Bryce Young's arm.

",,,
B2-MH-149f2c7b0691,1,"Does the TechCrunch article discussing Google's spending to become the default search engine on various platforms report the same amount of $26.3 billion in 2021 as the claim made in another TechCrunch article covering the US v Google trial, or do they report different amounts?",The two TechCrunch articles report the same amount of $26.3 billion in 2021 for Google's spending to become the default search engine on various platforms.,"Google argues that it’s just doing business. Everybody wants Google as the default engine because it’s the best. That doesn’t make its actions illegal, the company says.


Monday’s trial hearing revealed plenty of juicy tidbits, including the $26.3 billion Google spent making itself the default search engine across platforms in 2021, how Google tried to take it further and have Chrome preinstalled on iPhones and more.


Google paid $26 billion in 2021 to be everyone’s default search engine


---
In our last roundup, we learned how Google spent $26.3 billion in 2021 making itself the default search engine across platforms and how Google tried to have Chrome preinstalled on iPhones. Over the past couple of weeks, more of the inner workings of Google has come to light, including some of the search engine’s most lucrative search queries, what the revenue-share agreements between Google and Android OEMs look like and why Expedia has a bone to pick with Google.


Before we go into some of these tidbits…


Why the Google vs. U.S. antitrust case matters

",,,
B2-MH-0fa911496c14,1,"Who is the individual facing a criminal trial as reported by TechCrunch, persuaded a former colleague from Jane Street to join his ventures as noted by Fortune, communicated his intentions regarding FTX's governance structure to Paradigm according to Cnbc | World Business News Leader, and is accused by the prosecution of committing fraud for personal gain as covered by TechCrunch?",The individual facing a criminal trial as reported by TechCrunch is Sam Bankman-Fried.,"The trial of Bankman-Fried, the former CEO and co-founder of collapsed crypto exchange FTX, is entering its next chapter as proceedings resume Thursday. As confirmed during a teleconference Wednesday, SBF will be taking the stand, along with a handful of other witnesses as the onus shifts toward the defense after the prosecution brought its case to its conclusion.


As former federal prosecutor Josh Naftalis told TechCrunch, SBF taking to the stand in his own trial is a “Hail Mary” ahead of a verdict and potential sentencing for seven counts tied to fraud and money laundering.


---
# SBF’s trial starts soon, but how did he — and FTX — get here?


Source: TechCrunch · Author: Jacquelyn Melinek · Published: 2023-10-01T14:00:29+00:00 · Category: technology


SBF’s trial has started, this is how he and FTX got here


The highly anticipated criminal trial for Sam Bankman-Fried, former CEO of bankrupt crypto exchange FTX, started Tuesday to determine whether he’s guilty of seven counts of fraud and conspiracy. And as one former federal prosecutor put it: “The odds seem to be stacked against him at this point.”

",,,
B2-MH-0fa911496c14,2,"Who is the individual facing a criminal trial as reported by TechCrunch, persuaded a former colleague from Jane Street to join his ventures as noted by Fortune, communicated his intentions regarding FTX's governance structure to Paradigm according to Cnbc | World Business News Leader, and is accused by the prosecution of committing fraud for personal gain as covered by TechCrunch?","Sam Bankman-Fried persuaded a former colleague from Jane Street to join his ventures, as noted by Fortune.","The trial of Bankman-Fried, the former CEO and co-founder of collapsed crypto exchange FTX, is entering its next chapter as proceedings resume Thursday. As confirmed during a teleconference Wednesday, SBF will be taking the stand, along with a handful of other witnesses as the onus shifts toward the defense after the prosecution brought its case to its conclusion.


As former federal prosecutor Josh Naftalis told TechCrunch, SBF taking to the stand in his own trial is a “Hail Mary” ahead of a verdict and potential sentencing for seven counts tied to fraud and money laundering.

",,,
B2-MH-0fa911496c14,3,"Who is the individual facing a criminal trial as reported by TechCrunch, persuaded a former colleague from Jane Street to join his ventures as noted by Fortune, communicated his intentions regarding FTX's governance structure to Paradigm according to Cnbc | World Business News Leader, and is accused by the prosecution of committing fraud for personal gain as covered by TechCrunch?",Sam Bankman-Fried communicated his intentions regarding FTX's governance structure to Paradigm according to Cnbc | World Business News Leader.,"The trial of Bankman-Fried, the former CEO and co-founder of collapsed crypto exchange FTX, is entering its next chapter as proceedings resume Thursday. As confirmed during a teleconference Wednesday, SBF will be taking the stand, along with a handful of other witnesses as the onus shifts toward the defense after the prosecution brought its case to its conclusion.


As former federal prosecutor Josh Naftalis told TechCrunch, SBF taking to the stand in his own trial is a “Hail Mary” ahead of a verdict and potential sentencing for seven counts tied to fraud and money laundering.

",,,
B2-MH-0fa911496c14,4,"Who is the individual facing a criminal trial as reported by TechCrunch, persuaded a former colleague from Jane Street to join his ventures as noted by Fortune, communicated his intentions regarding FTX's governance structure to Paradigm according to Cnbc | World Business News Leader, and is accused by the prosecution of committing fraud for personal gain as covered by TechCrunch?",The prosecution accused Sam Bankman-Fried of committing fraud for personal gain as covered by TechCrunch.,"Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


---
Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.

",,,
B2-MH-145cc8296d13,1,"Has the approach to presenting prop bets to bettors by Sporting News remained consistent between the report on NBA prop bets published on October 2, 2023, and the report on NCAAF bowl season prop bets published later?",The approach to presenting prop bets by Sporting News has remained consistent between the NBA prop bets report and the NCAAF bowl season prop bets report.,"# NBA Prop Bets - Best Team and Player Props 2023/24 Season


Source: Sporting News · Author: Sam Eggleston · Published: 2023-10-02T23:49:35+00:00 · Category: sports


The NBA is one of the most popular sports to bet on in the US. NBA prop bets are an easy way to jump into basketball betting.


Proposition bets, or props, are easy to understand, numerous, and cover both player props and team props to give you plenty of variety.


Below, we look at betting NBA props at the best NBA betting sites and share some key information to make informed bets.


What are NBA props?


---
# College Bowl Odds, Spreads, Money Lines and Totals - NCAAF 2023 Bowl Season


Source: Sporting News · Author: Travis Pulver · Published: 2023-12-15T20:37:00+00:00 · Category: sports


College Bowl odds are posted at the best college football betting sites. Along with game odds, sportsbooks will offer a wider variety of prop bets to match the hype surrounding College Bowl odds, the College Football Playoff, and National Championship games.


Bowl season had been going the way of the underdog up until Tuesday’s triple header. All three favorites won straight up and ATS; the OVER was 3-0 on the day.

",,,
B1-MH-08c9673c1321,1,"Does 'The New York Times' article suggest that Chelsea Football Club's expansion in the U.S. market is a strategic move under Todd Boehly's co-ownership, while 'The Guardian' and 'Sky Sports' articles focus on Chelsea Football Club's recent match outcomes and player fitness concerns, respectively, without discussing strategic market expansion?",'The New York Times' article suggests that Chelsea Football Club's expansion in the U.S. market is a strategic move under Todd Boehly's co-ownership.,"There is the possibility of Hayes retaining a connection to the club via some sort of ambassadorial role, but it’s likely contingent upon a lack of conflict with the USWNT role and responsibilities. Under American Todd Boehly’s co-ownership, expanding Chelsea’s profile and reach in the U.S. would make sense, especially with USWNT internationals Catarina Macario and Mia Fishel playing their club football there — and CBS Sports holding WSL rights.


---
# How U.S. Women’s Soccer Team Lured Emma Hayes Away From Chelsea


Source: The New York Times · Author: The New York Times · Published: 2023-11-15T21:40:47+00:00 · Category: sports


Chelsea Women had created a frenzy. On Nov. 4, the English club released a statement saying their coach Emma Hayes was leaving at the end of the season to “pursue a new opportunity outside of the Women’s Super League and club football.” Hayes had just entered her second decade in charge of the club, and few knew where she would land next.


Advertisement


---
# How U.S. Women’s Soccer Team Lured Emma Hayes Away From Chelsea


Source: The New York Times · Author: The New York Times · Published: 2023-11-15T21:40:47+00:00 · Category: sports


Chelsea Women had created a frenzy. On Nov. 4, the English club released a statement saying their coach Emma Hayes was leaving at the end of the season to “pursue a new opportunity outside of the Women’s Super League and club football.” Hayes had just entered her second decade in charge of the club, and few knew where she would land next.


Advertisement


---
# How U.S. Women’s Soccer Team Lured Emma Hayes Away From Chelsea


Source: The New York Times · Author: The New York Times · Published: 2023-11-15T21:40:47+00:00 · Category: sports


Chelsea Women had created a frenzy. On Nov. 4, the English club released a statement saying their coach Emma Hayes was leaving at the end of the season to “pursue a new opportunity outside of the Women’s Super League and club football.” Hayes had just entered her second decade in charge of the club, and few knew where she would land next.


Advertisement

",,,
B1-MH-08c9673c1321,2,"Does 'The New York Times' article suggest that Chelsea Football Club's expansion in the U.S. market is a strategic move under Todd Boehly's co-ownership, while 'The Guardian' and 'Sky Sports' articles focus on Chelsea Football Club's recent match outcomes and player fitness concerns, respectively, without discussing strategic market expansion?","'The Guardian' and 'Sky Sports' articles focus on Chelsea Football Club's recent match outcomes and player fitness concerns, respectively, without discussing strategic market expansion.","Two heavyweights of world football, United and Chelsea are two of only seven teams to have won the modern Premier League and are only behind Liverpool when it comes to English success with European trophies.


Chelsea's recent record against United is poor, but they have won the Premier League twice since United last did so in the 2012/13 season and could exploit the poor form of Ten Hag's side here.


The Sporting News looks at a rivalry that stretches back decades and has been sharply in focus over recent years.


MORE: Man United's incredible run of home cup draws


Man United vs Chelsea head-to-head record, all-time results


---
Two heavyweights of world football, United and Chelsea are two of only seven teams to have won the modern Premier League and are only behind Liverpool when it comes to English success with European trophies.


Chelsea's recent record against United is poor, but they have won the Premier League twice since United last did so in the 2012/13 season and could exploit the poor form of Ten Hag's side here.


The Sporting News looks at a rivalry that stretches back decades and has been sharply in focus over recent years.


MORE: Man United's incredible run of home cup draws


Man United vs Chelsea head-to-head record, all-time results


---
Two heavyweights of world football, United and Chelsea are two of only seven teams to have won the modern Premier League and are only behind Liverpool when it comes to English success with European trophies.


Chelsea's recent record against United is poor, but they have won the Premier League twice since United last did so in the 2012/13 season and could exploit the poor form of Ten Hag's side here.


The Sporting News looks at a rivalry that stretches back decades and has been sharply in focus over recent years.


MORE: Man United's incredible run of home cup draws


Man United vs Chelsea head-to-head record, all-time results


---
Two heavyweights of world football, United and Chelsea are two of only seven teams to have won the modern Premier League and are only behind Liverpool when it comes to English success with European trophies.


Chelsea's recent record against United is poor, but they have won the Premier League twice since United last did so in the 2012/13 season and could exploit the poor form of Ten Hag's side here.


The Sporting News looks at a rivalry that stretches back decades and has been sharply in focus over recent years.


MORE: Man United's incredible run of home cup draws


Man United vs Chelsea head-to-head record, all-time results

",,,
B1-MH-0efa867faffe,1,"Which player, featured in articles by CBSSports.com and Sporting News, would need to average almost 153 yards per game in his final three games to reach a personal goal, but may face challenges due to the strong pass defenses of the remaining opponents?","Tyreek Hill would need to average almost 153 yards per game in his final three games to reach a personal goal of 2,000 receiving yards this season.","-- Puka Nacua needs 18 more catches to set the rookie record for most catches in a season. 152.67 -- After missing last week's game, Tyreek Hill now needs to average almost 153 yards per game in his final three to reach his stated goal of 2,000 receiving yards this season.


-- After missing last week's game, Tyreek Hill now needs to average almost 153 yards per game in his final three to reach his stated goal of 2,000 receiving yards this season. 15.88 -- Drake London is averaging 15.88 PPR FPPG at home this season and just 7.37 on the road.


---
-- Puka Nacua needs 18 more catches to set the rookie record for most catches in a season. 152.67 -- After missing last week's game, Tyreek Hill now needs to average almost 153 yards per game in his final three to reach his stated goal of 2,000 receiving yards this season.


-- After missing last week's game, Tyreek Hill now needs to average almost 153 yards per game in his final three to reach his stated goal of 2,000 receiving yards this season. 15.88 -- Drake London is averaging 15.88 PPR FPPG at home this season and just 7.37 on the road.

",,,
B1-MH-0fb5fdf6ee28,1,Did Engadget report on the Bluetooth functionality improvements in the Steam Deck OLED before Polygon discussed the Bluetooth connectivity of the Microsoft Xbox controller?,Engadget reported on the Bluetooth functionality improvements in the Steam Deck OLED.,"Some changes — even smallish ones — demand new hardware. And so, alongside the big improvements, Valve has made a gaggle of minor physical upgrades with its new iteration. The Steam Deck OLED now includes a Wi-Fi 6E radio (great if you have a modern router and connection to make use of it) and a dedicated Bluetooth module, which allows for improved audio quality with wireless headphones, the option to wake the Steam Deck from a controller, and the capability to connect many Bluetooth controllers for multiplayer. The haptics are noticeably improved, with a wider frequency range. And the touchscreen is markedly better — it’s responsive to the point where I don’t feel the need to plug in a USB-
---
The Steam Deck OLED has a new Wi-Fi 6E module and improved antennas that should enable faster downloads for anyone with a compatible router. I don’t have a 6E router or multi-gigabit Wi-Fi, but with a regular Wi-Fi 6 router, the top download speed I saw on the new Steam Deck was 562mbps, which was about 10 percent faster than the old Steam Deck, and 10 percent slower than the speeds I get on my MacBook Pro. The device uses Bluetooth 5.3 and adds a dedicated antenna, which should improve functionality when using Wi-Fi and Bluetooth at the same time.


Engadget

",,,
B2-MH-17e563aaa33e,1,"Does the Engadget article suggest that Valve is launching a new product on November 16th, while The Verge article indicates that Valve has shifted its business strategy to focus exclusively on games for their store?",The Engadget article suggests that Valve is launching a new product on November 16th.,"# The Steam Deck OLED arrives November 16 with an improved screen and longer battery life


Source: Engadget · Author: Jessica Conditt,Aaron Souppouris · Published: 2023-11-09T18:00:32+00:00 · Category: technology


Surprise! Valve has announced a new Steam Deck and — double surprise — we’ve already reviewed it. It might not look like a big change from the outside, but the Steam Deck OLED is a thorough mid-cycle refresh of a machine that’s not even two years old. At the same time, Valve is also adjusting the configuration of its entry-level model, making it a far more compelling option. Apologies to anyone who literally bought a Steam Deck yesterday.


---
The Steam Deck OLED will go on sale on November 16th at 1pm ET, and Valve has units ready to ship that same day. The company has lowered the price of its LCD lineup and will sell through its backstock of 64GB and 512GB models until they’re all gone. It’ll continue selling the 256GB LCD model at a reduced price of $400, while the 512GB OLED model will cost $550 and the 1TB OLED model will cost $650. There’s also a limited edition 1TB OLED version priced at $680 that comes with a special carrying case, a translucent gray body and orange accents.


Valve


Wrap-up

",,,
B2-MH-17e563aaa33e,2,"Does the Engadget article suggest that Valve is launching a new product on November 16th, while The Verge article indicates that Valve has shifted its business strategy to focus exclusively on games for their store?",The Verge article indicates that Valve has shifted its business strategy to focus exclusively on games for their store.,"And this has been our philosophy with Unreal Engine, for example, and the Epic Games Store. We just want to be a cool partner that helps other companies succeed the way we do. And I think philosophy change... perhaps it will only come with a generational change in the company’s management. I think the philosophy change would do both of those companies much good.


If you get your way in terms of being able to freely put your own store on Android, do you believe that would only be a game store or would it also be an app store? We look at Valve and we see a store that could be both, but they’ve decided to focus exclusively on games.

",,,
B2-MH-13ec6f42b956,1,"Who is the individual associated with the FTX trial, who was once considered a trustworthy figure in the cryptocurrency industry according to The Verge, and is accused by the prosecution of committing fraud for personal gain as reported by TechCrunch?",Sam Bankman-Fried was once considered a trustworthy figure in the cryptocurrency industry according to The Verge.,"Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


---
Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.


“Really just old-fashioned embezzlement.”


---
Sam Bankman-Fried, the founder of failed cryptocurrency exchange FTX, is on trial for seven counts of wire fraud and conspiracy. FTX was a fraud “from the start,” the Securities and Exchange Commission alleges — with a “multi-billion-dollar deficiency caused by his own misappropriation of customer funds.” Follow along for all the latest news and regular updates from the trial.

",,,
B2-MH-13ec6f42b956,2,"Who is the individual associated with the FTX trial, who was once considered a trustworthy figure in the cryptocurrency industry according to The Verge, and is accused by the prosecution of committing fraud for personal gain as reported by TechCrunch?",Sam Bankman-Fried is accused by the prosecution of committing fraud for personal gain as reported by TechCrunch.,"# SBF, riding high on FTX, reportedly offered $5B to Trump to cancel President re-run


Source: TechCrunch · Author: Ingrid Lunden · Published: 2023-10-02T13:11:07+00:00 · Category: technology


Come Tuesday, our eyes will be trained on the Manhattan Federal Court for the trial of Sam Bankman-Fried, the disgraced cryptocurrency entrepreneur accused of orchestrating “one of the biggest financial frauds in American history”: the multibillion-dollar collapse of FTX, the crypto exchange he founded and led.

",,,
B2-MH-2237f5effc53,1,"After the TechCrunch report on Google's antitrust case published on October 31, 2023, and the subsequent TechCrunch report on Epic Games' antitrust battle with Google that started on November 6, 2023, was there consistency in the portrayal of Google's alleged anticompetitive behavior?","Google is accused of engaging in anticompetitive behavior with regard to its Android app store, Google Play, and its commission structure.","# What to know about Fortnite maker Epic Games’ antitrust battle with Google, starting today


Source: TechCrunch · Author: Sarah Perez · Published: 2023-11-06T16:47:11+00:00 · Category: technology


---
Match may have settled its antitrust lawsuit with Google last week, but Fortnite maker Epic Games is still set to go to trial with the tech giant today, November 6, in hopes of convincing a jury that Google engages in anticompetitive behavior with regard to its Android app store, Google Play, and its commission structure. This case will differ slightly from Epic’s battle with Apple on the same topic because, this time, Epic can’t allege there’s no other way to load apps onto Android devices, as it could with Apple, because Android does allow for sideloading apps. Though Epic will suggest Google makes that process cumbersome, the bulk of its arguments will center around what it believes are a",,,
B2-MH-2237f5effc53,2,"After the TechCrunch report on Google's antitrust case published on October 31, 2023, and the subsequent TechCrunch report on Epic Games' antitrust battle with Google that started on November 6, 2023, was there consistency in the portrayal of Google's alleged anticompetitive behavior?",The case against Google involves allegations that it uses its platforms and deals with partners to block out any competition in search or advertising.,"The lawsuit stems from a 2020 antitrust claim over Google’s dominance in the online search market. The claim is separate from one filed in January by the Department of Justice, along with eight states including New York, California and Colorado, that aims to “halt Google’s anticompetitive scheme, unwind Google’s monopolistic grip on the market and restore competition to digital advertising.”


The government has argued that Google uses its platforms and deals with partners to block out any competition in search or advertising, thus hindering competitors from accessing the data they’d need to improve their products.

",,,
B1-MH-03cfaa7e78c6,1,"Does the Polygon article suggest that Kiyoshi Kurosawa's film ""Pulse"" ignores themes of loneliness in a connected world, while the TalkSport article discusses the nature of Paul Mitchell and Ralf Rangnick's relationship, indicating whether their friendship has been maintained since their time at Leipzig?",The Polygon article does not suggest that Kiyoshi Kurosawa's film 'Pulse' ignores themes of loneliness in a connected world.,"Produced after Kurosawa’s Cure (which we featured on last year’s Halloween calendar), Pulse is widely celebrated as one of the foundational texts in the canon of J-horror cinema, alongside Hideo Nakata’s Ring and Takashi Shimizu’s Ju-on: The Curse. Eerie and methodical, Kurosawa’s film is a nihilistic meditation on technology and human relationships that presages an advent of loneliness in a world growing more and more “connected” with each passing day. Rife with imagery that will stay with you long after it’s over, Pulse is a tremendous and terrifying movie worth experiencing. —TE


Oct. 5: Apostle


Where to watch: Netflix

",,,
B1-MH-03cfaa7e78c6,2,"Does the Polygon article suggest that Kiyoshi Kurosawa's film ""Pulse"" ignores themes of loneliness in a connected world, while the TalkSport article discusses the nature of Paul Mitchell and Ralf Rangnick's relationship, indicating whether their friendship has been maintained since their time at Leipzig?","The TalkSport article discusses the nature of Paul Mitchell and Ralf Rangnick's relationship, indicating whether their friendship has been maintained since their time at Leipzig. However, there is insufficient evidence to determine if this claim is true or false based on the provided articles.","For those wondering how this apparent relationship came to be, wonder no longer. We have created an extensive timeline of the high-profile couple that is currently the talk of the league, and even added some Swift lyrics to go along with some of the highlights.


Here's a look at how it all started and where it has gone since:


June 29: Kelce makes friendship bracelets for fellow TEs


Is this where it all begin? Kelce made a friendship bracelet to give to the newcomers at a camp for NFL tight ends. He said he was ""taking a page out of Taylor Swift's book.""


July 26: Kelce makes friendship bracelet for Swift


---
For those wondering how this apparent relationship came to be, wonder no longer. We have created an extensive timeline of the high-profile couple that is currently the talk of the league, and even added some Swift lyrics to go along with some of the highlights.


Here's a look at how it all started and where it has gone since:


June 29: Kelce makes friendship bracelets for fellow TEs


Is this where it all begin? Kelce made a friendship bracelet to give to the newcomers at a camp for NFL tight ends. He said he was ""taking a page out of Taylor Swift's book.""


July 26: Kelce makes friendship bracelet for Swift


---
For those wondering how this apparent relationship came to be, wonder no longer. We have created an extensive timeline of the high-profile couple that is currently the talk of the league, and even added some Swift lyrics to go along with some of the highlights.


Here's a look at how it all started and where it has gone since:


June 29: Kelce makes friendship bracelets for fellow TEs


Is this where it all begin? Kelce made a friendship bracelet to give to the newcomers at a camp for NFL tight ends. He said he was ""taking a page out of Taylor Swift's book.""


July 26: Kelce makes friendship bracelet for Swift


---
For those wondering how this apparent relationship came to be, wonder no longer. We have created an extensive timeline of the high-profile couple that is currently the talk of the league, and even added some Swift lyrics to go along with some of the highlights.


Here's a look at how it all started and where it has gone since:


June 29: Kelce makes friendship bracelets for fellow TEs


Is this where it all begin? Kelce made a friendship bracelet to give to the newcomers at a camp for NFL tight ends. He said he was ""taking a page out of Taylor Swift's book.""


July 26: Kelce makes friendship bracelet for Swift


---
For those wondering how this apparent relationship came to be, wonder no longer. We have created an extensive timeline of the high-profile couple that is currently the talk of the league, and even added some Swift lyrics to go along with some of the highlights.


Here's a look at how it all started and where it has gone since:


June 29: Kelce makes friendship bracelets for fellow TEs


Is this where it all begin? Kelce made a friendship bracelet to give to the newcomers at a camp for NFL tight ends. He said he was ""taking a page out of Taylor Swift's book.""


July 26: Kelce makes friendship bracelet for Swift

",,,
B1-MH-01e320e7e25f,1,"Which company, covered by both The Verge and TechCrunch, is involved in making deals with major tech companies to maintain its search engine dominance, has the capacity to address Android app distribution and in-app payment issues, and is accused of anticompetitively affecting news publishers' ad revenues and content distribution?","Epic Games is involved in making deals with major tech companies to maintain its search engine dominance, has the capacity to address Android app distribution and in-app payment issues, and is accused of anticompetitively affecting news publishers' ad revenues and content distribution.","# Tim Sweeney on Epic’s victory royale over Google


Source: The Verge · Author: Sean Hollister · Published: 2023-12-12T19:17:14+00:00 · Category: technology


Tim Sweeney finally has a win.


On Monday, a federal jury surprised the world by siding with Fortnite maker Epic Games in its fight to break Google’s control over Android apps — even though “walled garden” rival Apple almost entirely won a similar case two years ago. The nine-person jury decided that Google has an illegal monopoly over Android app distribution and in-app payment systems, and that Google illegally tied its Google Play billing system to its app store.


---
Or maybe you just want juicy dirt on both companies? More on that later!


What exactly is Epic claiming?


Epic argues that Google makes it so difficult for developers and users to get around its Android app store, and that app store’s standard fees, that it’s created an illegal monopoly that unjustly enriches Google while artificially driving up app prices because other stores can’t compete.


Epic also claims that Google is illegally tying its Google Play payments platform to the Google Play app store, keeping other potential app payment mechanisms from competing as well.


So, does Google have a monopoly?


---
A monopoly on what? That’s one of the biggest questions the court will decide. Epic claims that Google has illegal monopolies in “Android app distribution” and “Android in-app payment processing.” It’ll argue that if you buy or develop for Android phones, you’re stuck paying the Google tax.


But Google will say the real competition is from Apple, because people can choose to buy an iPhone instead. It’s pretty tough to argue Google has a monopoly on app stores in general.


---
A new class action lawsuit filed this week in the U.S. District Court in D.C. accuses Google and parent company Alphabet of anticompetitive behavior in violation of U.S. antitrust law, the Sherman Act, and others, on behalf of news publishers. The case, filed by Arkansas-based publisher Helena World Chronicle, argues that Google “siphons off” news publishers’ content, their readers and ad revenue through anticompetitive means. It also specifically cites new AI technologies like Google’s Search Generative Experience (SGE) and Bard AI chatbot as worsening the problem.

",,,
B1-MH-088695234e1a,1,"After CBSSports.com reported on the Dallas Cowboys' offensive strategy involving deeper passes on October 12th, did Sporting News indicate a similar issue with Williams and Rice's attempt at a deep shot in the USC vs. Notre Dame game on October 14th?",Sporting News did not indicate a similar issue with Williams and Rice's attempt at a deep shot in the USC vs. Notre Dame game on October 14th.,"9:43 p.m.: Impressive play by Branch just to get back to the line of scrimmage after a reverse. Williams then connects with Singer on a pass down the right sideline, and Singer darts up for a gain of 11. But the Trojans give that yardage nearly all the way back after he was sacked for a loss of 10.


9:42 p.m.: Trading PI calls, as now Notre Dame is penalized for pass interference after Williams tried to find Rice on a deep shot down the middle. Morrison is called for the penalty, his third of the night. USC moves back to its own 43.

",,,
B2-MH-166126f28949,1,"Does the 'Essentially Sports' article suggest that Chris Buescher's season was more successful than previous ones, while the 'Yardbarker' article indicates that C.J. Stroud's rookie season is among the best statistically, when comparing their respective performances in their sports?",The 'Essentially Sports' article suggests that Chris Buescher's season was more successful than previous ones.,"RFK Racing found a fresh breath of motivation this year. Since Brad Keselowski arrived in 2022, the team has continued evolving on and off the track. While Keselowski has certainly instilled his experience and winning mentality within the team, he failed to produce a race win in 2023. Instead, it was Chris Buescher who outshone the Cup Series veteran with his best-ever season in NASCAR’s premier competition.

",,,
B2-MH-166126f28949,2,"Does the 'Essentially Sports' article suggest that Chris Buescher's season was more successful than previous ones, while the 'Yardbarker' article indicates that C.J. Stroud's rookie season is among the best statistically, when comparing their respective performances in their sports?","The 'Yardbarker' article indicates that C.J. Stroud's rookie season is among the best statistically, when comparing his performance to other rookies in NFL history.","HOUSTON TEXANS | QB C.J. Stroud: Stroud is having one of the best statistical rookie seasons of all time. He ranks in the top 10 in passing yards (2,270), touchdown passes (14) and passer rating (102.9), and has only thrown one interception. The Texans (4-4) aren’t close to a .500 team without him.


INDIANAPOLIS COLTS | RB Zack Moss: With Jonathan Taylor missing the first four weeks of the season, Moss stepped up in a big way. After not playing in Week 1, he rushed for 445 yards and scored four touchdowns over his next four games to help Indy win three of four and stay in the thick of the AFC South. Moss is second in the NFL in rushing, 37 yards behind San Francisco's Christian McCaffrey.


---
Compared to the 49ers, Cowboys and Eagles, Goff and the Lions may have the easiest schedule to finish the season.


But bettors should also pay attention to C.J. Stroud. He leads the league in passing yards, is one of four quarterbacks eho have started the whole season with a passer rating over 100, and his touchdown to interception ratio is the best in the NFL (4 to 1)


As for the value of his play, Stroud has taken one of the worst teams in the NFL (11 total wins the last three seasons) and turned it into a playoff contender and potential division champion.


Offensive Player of the Year


Current favorite: Tyreek Hill


Longshot: CeeDee Lamb


---
ing feared, but there is some worry Stroud have a monster game without some massive yards after the catch (YAC) from his receivers. Fortunately he ranks ninth-best on the season among qualifying QBs in YAC per completion (5.37).

",,,
